,county,num_blocks,num_tracts
1370,28007,1596,6
1371,28009,777,2
1372,28011,4084,8
1373,28013,1206,5
1374,28015,1242,2
1375,28017,1212,4
1376,28019,735,3
1377,28021,765,3
1378,28023,1887,4
1379,28025,1412,5
1380,28027,3569,7
1381,28029,1977,6
1382,28031,1589,4
1383,28033,2686,33
1384,28035,4188,17
1385,28037,1247,2
1386,28039,1689,5
1387,28041,1661,2
1388,28043,1559,5
1389,28045,2959,8
1390,28047,6722,46
1391,28049,6995,64
1392,28051,1586,5
1393,28053,1821,3
1394,28055,749,1
1395,28057,1842,5
1396,28059,4693,29
1397,28061,1512,4
1398,28063,874,2
1399,28065,990,3
1400,28067,4005,14
1401,28069,1053,2
1402,28071,2017,10
1403,28073,1937,8
1404,28075,4277,19
1405,28077,842,3
1406,28079,1524,5
1407,28081,3610,19
1408,28083,3788,8
1409,28085,2224,6
1410,28087,3299,14
1411,28089,2943,21
1412,28091,1435,6
1413,28093,1640,6
1414,28095,3374,9
1415,28097,1268,3
1416,28099,1960,7
1417,28101,1841,5
1418,28103,1117,3
1419,28105,2196,8
1420,28107,2180,6
1421,28109,2294,9
1422,28111,1318,3
1423,28113,2490,8
1424,28115,1734,6
1425,28117,1744,5
1426,28119,1289,3
1427,28121,3645,27
1428,28123,1796,6
1429,28125,1312,2
1430,28127,2136,5
1431,28129,1449,3
1432,28131,1394,3
1433,28133,3322,7
1434,28135,1979,4
1435,28137,1158,5
1436,28139,1434,4
1437,28141,2410,4
1438,28143,1842,3
1439,28145,1500,6
1440,28147,1058,3
1441,28149,2058,12
1442,28151,4471,19
1443,28153,1731,4
1444,28155,851,3
1445,28157,988,2
1446,28159,1517,5
1447,28161,1331,3
1448,28163,1890,6
1449,29001,2034,7
1450,29003,1915,4
1451,29005,1373,2
1452,29007,3153,7
1453,29009,4598,7
1454,29011,2131,3
1455,29013,2931,4
1456,29015,3238,6
1457,29017,1323,3
1458,29019,5437,29
1459,29021,5333,25
1460,29023,4552,10
1461,29025,1796,2
1462,29027,3323,8
1463,29029,3648,11
1464,29031,3899,16
1465,29033,1922,3
1466,29035,833,2
1467,29037,4010,20
1468,29039,1773,3
1469,29041,2917,3
1470,29043,3570,14
1471,29045,1885,3
1472,29047,5803,44
1473,29049,1710,4
1474,29051,2185,15
1475,29053,1933,5
1476,29055,2190,6
1477,29057,2068,2
1478,29059,1685,3
1479,29061,2318,2
1480,29063,1698,2
1481,29065,1692,4
1482,29067,2078,3
1483,29069,3817,10
1484,29071,5064,17
1485,29073,1975,5
1486,29075,1174,2
1487,29077,10731,62
1488,29079,1863,4
1489,29081,1981,3
1490,29083,3092,6
1491,29085,1324,3
1492,29087,1624,3
1493,29089,1765,3
1494,29091,3015,8
1495,29093,1616,4
1496,29095,16557,199
1497,29097,5378,22
1498,29099,6611,42
1499,29101,3966,9
1500,29103,1159,2
1501,29105,2839,6
1502,29107,3059,7
1503,29109,3394,7
1504,29111,1392,4
1505,29113,3251,7
1506,29115,2197,5
1507,29117,1690,5
1508,29119,2023,4
1509,29121,2413,5
1510,29123,1488,3
1511,29125,1317,3
1512,29127,2154,8
1513,29129,769,2
1514,29131,2573,5
1515,29133,1573,4
1516,29135,1424,4
1517,29137,2069,3
1518,29139,2097,4
1519,29141,2430,5
1520,29143,2352,6
1521,29145,4243,12
1522,29147,2843,5
1523,29149,1240,3
1524,29151,1447,4
1525,29153,2085,2
1526,29155,2085,6
1527,29157,1509,5
1528,29159,4274,11
1529,29161,3662,10
1530,29163,2718,5
1531,29165,3033,20
1532,29167,2867,4
1533,29169,3631,9
1534,29171,1141,2
1535,29173,1594,3
1536,29175,2524,6
1537,29177,1748,4
1538,29179,1938,2
1539,29181,1261,4
1540,29183,9835,79
1541,29185,2108,3
1542,29186,1583,4
1543,29187,3293,11
1544,29189,18747,199
1545,29195,3091,8
1546,29197,862,2
1547,29199,1234,2
1548,29201,3137,10
1549,29203,1571,2
1550,29205,1181,3
1551,29207,3519,8
1552,29209,4953,6
1553,29211,1711,3
1554,29213,3240,10
1555,29215,3783,4
1556,29217,3379,6
1557,29219,2688,5
1558,29221,2647,5
1559,29223,1618,4
1560,29225,3264,8
1561,29227,415,1
1562,29229,2116,4
1563,29510,9577,106
1564,30001,3682,3
1565,30003,4087,5
1566,30005,2336,4
1567,30007,1816,2
1568,30009,2568,5
1569,30011,1350,1
1570,30013,4375,22
1571,30015,1566,2
1572,30017,1905,6
1573,30019,635,1
1574,30021,1087,3
1575,30023,1341,3
1576,30025,947,1
1577,30027,1638,2
1578,30029,7786,19
1579,30031,6695,22
1580,30033,1000,1
1581,30035,2393,4
1582,30037,874,1
1583,30039,1552,1
1584,30041,3074,6
1585,30043,3352,3
1586,30045,1363,1
1587,30047,4711,8
1588,30049,4890,14
1589,30051,1156,1
1590,30053,5880,5
1591,30055,502,1
1592,30057,3705,3
1593,30059,1209,1
1594,30061,1572,2
1595,30063,5863,20
1596,30065,1417,2
1597,30067,3003,6
1598,30069,696,1
1599,30071,2154,1
1600,30073,1356,2
1601,30075,1137,1
1602,30077,2231,2
1603,30079,477,1
1604,30081,3232,10
1605,30083,1744,4
1606,30085,1675,3
1607,30087,2261,4
1608,30089,3133,3
1609,30091,1379,2
1610,30093,3148,8
1611,30095,1870,3
1612,30097,1760,1
1613,30099,1605,3
1614,30101,1347,3
1615,30103,537,1
1616,30105,2255,3
1617,30107,879,1
1618,30109,323,1
1619,30111,5759,32
1620,31001,2930,9
1621,31003,2284,3
1622,31005,172,1
1623,31007,503,1
1624,31009,322,1
1625,31011,1596,2
1626,31013,1748,3
1627,31015,926,1
1628,31017,777,1
1629,31019,5035,11
1630,31021,1703,3
1631,31023,2192,3
1632,31025,3494,6
1633,31027,2382,2
1634,31029,1064,1
1635,31031,2571,2
1636,31033,2430,3
1637,31035,2128,2
1638,31037,1720,3
1639,31039,2057,3
1640,31041,4209,4
1641,31043,1633,4
1642,31045,2205,2
1643,31047,4092,7
1644,31049,804,1
1645,31051,1535,2
1646,31053,3633,9
1647,31055,12248,156
1648,31057,859,1
1649,31059,1754,2
1650,31061,1267,2
1651,31063,1450,1
1652,31065,2103,1
1653,31067,3305,7
1654,31069,964,1
1655,31071,450,1
1656,31073,947,1
1657,31075,346,1
1658,31077,782,1
1659,31079,5819,14
1660,31081,2100,3
1661,31083,1531,1
1662,31085,577,1
1663,31087,996,1
1664,31089,3407,4
1665,31091,188,1
1666,31093,2063,2
1667,31095,1638,3
1668,31097,1360,2
1669,31099,1266,2
1670,31101,1790,3
1671,31103,559,1
1672,31105,1365,1
1673,31107,2660,3
1674,31109,8189,74
1675,31111,5330,8
1676,31113,289,1
1677,31115,285,1
1678,31117,220,1
1679,31119,3232,9
1680,31121,2152,3
1681,31123,2078,1
1682,31125,1289,1
1683,31127,1648,2
1684,31129,1417,2
1685,31131,3031,5
1686,31133,1301,1
1687,31135,994,1
1688,31137,2196,3
1689,31139,1630,2
1690,31141,3643,7
1691,31143,1336,2
1692,31145,1778,3
1693,31147,2076,3
1694,31149,522,1
1695,31151,2053,4
1696,31153,5432,43
1697,31155,3762,5
1698,31157,6083,11
1699,31159,2276,4
1700,31161,2811,2
1701,31163,1331,1
1702,31165,1148,1
1703,31167,1399,2
1704,31169,1567,2
1705,31171,329,1
1706,31173,1403,2
1707,31175,1508,2
1708,31177,2088,5
1709,31179,1640,2
1710,31181,1320,2
1711,31183,246,1
1712,31185,2381,4
1713,32001,3065,7
1714,32003,24521,487
1715,32005,2164,17
1716,32007,8771,14
1717,32009,1607,1
1718,32011,1795,1
1719,32013,4502,4
1720,32015,1484,1
1721,32017,2757,2
1722,32019,4336,10
1723,32021,1886,2
1724,32023,7418,10
1725,32027,2842,1
1726,32029,1061,1
1727,32031,10793,112
1728,32033,4086,3
1729,32510,1450,14
1730,33001,3387,15
1731,33003,4943,11
1732,33005,4582,16
1733,33007,4369,11
1734,33009,5163,19
1735,33011,8945,86
1736,33013,5154,36
1737,33015,7082,66
1738,33017,2865,25
1739,33019,2347,10
1740,34001,10968,70
1741,34003,13380,179
1742,34005,11695,114
1743,34007,10573,127
1744,34009,5182,33
1745,34011,4464,35
1746,34013,8751,210
1747,34015,6292,63
1748,34017,4286,166
1749,34019,3512,26
1750,34021,6347,77
1751,34023,12730,175
1752,34025,14943,144
1753,34027,9411,100
1754,34029,16067,126
1755,34031,6736,100
1756,34033,2752,25
1757,34035,5595,68
1758,34037,4475,41
1759,34039,7563,108
1760,34041,3866,23
1761,35001,12946,153
1762,35003,1981,1
1763,35005,6724,16
1764,35006,5022,7
1765,35007,4102,3
1766,35009,2859,12
1767,35011,1186,1
1768,35013,9774,41
1769,35015,8281,12
1770,35017,3284,8
1771,35019,1708,1
1772,35021,1000,1
1773,35023,1200,2
1774,35025,7869,18
1775,35027,4338,5
1776,35028,611,4
1777,35029,5797,6
1778,35031,14746,17
1779,35033,1542,1
1780,35035,4567,16
1781,35037,3334,3
1782,35039,8372,9
1783,35041,2929,5
1784,35043,9707,28
1785,35045,16290,33
1786,35047,4031,7
1787,35049,6090,50
1788,35051,2614,4
1789,35053,3811,6
1790,35055,4283,6
1791,35057,3467,4
1792,35059,1504,1
1793,35061,2640,18
1794,36001,7035,75
1795,36003,3967,13
1796,36005,5498,339
1797,36007,5760,55
1798,36009,5098,21
1799,36011,3597,20
1800,36013,6396,36
1801,36015,3125,22
1802,36017,3509,12
1803,36019,3554,19
1804,36021,3868,21
1805,36023,2298,12
1806,36025,4809,14
1807,36027,6548,79
1808,36029,13550,237
1809,36031,3343,13
1810,36033,3155,14
1811,36035,2305,15
1812,36037,2321,15
1813,36039,2856,15
1814,36041,1592,4
1815,36043,4104,19
1816,36045,6526,26
1817,36047,9764,761
1818,36049,3087,7
1819,36051,3456,15
1820,36053,3421,16
1821,36055,11308,193
1822,36057,2764,16
1823,36059,22127,284
1824,36061,3950,288
1825,36063,4786,62
1826,36065,8619,74
1827,36067,9890,140
1828,36069,3815,25
1829,36071,10034,79
1830,36073,1525,11
1831,36075,5347,30
1832,36077,4607,17
1833,36079,2423,19
1834,36081,14858,669
1835,36083,4987,42
1836,36085,5078,111
1837,36087,4764,65
1838,36089,7066,28
1839,36091,6301,50
1840,36093,3346,43
1841,36095,2805,8
1842,36097,1880,5
1843,36099,2199,10
1844,36101,6628,30
1845,36103,28892,323
1846,36105,5172,24
1847,36107,2437,10
1848,36109,3082,23
1849,36111,6195,47
1850,36113,2931,19
1851,36115,2983,17
1852,36117,3791,23
1853,36119,15170,223
1854,36121,1982,11
1855,36123,1885,5
1856,37001,4369,36
1857,37003,1109,7
1858,37005,941,3
1859,37007,1673,6
1860,37009,1524,6
1861,37011,1403,5
1862,37013,2857,11
1863,37015,980,4
1864,37017,2160,6
1865,37019,6147,33
1866,37021,6577,56
1867,37023,3100,18
1868,37025,4356,37
1869,37027,2647,17
1870,37029,300,2
1871,37031,3823,39
1872,37033,877,6
1873,37035,5199,31
1874,37037,2232,13
1875,37039,2573,7
1876,37041,558,3
1877,37043,890,2
1878,37045,3467,22
1879,37047,2976,13
1880,37049,3508,21
1881,37051,6793,68
1882,37053,741,8
1883,37055,2154,11
1884,37057,5442,34
1885,37059,1110,7
1886,37061,3298,11
1887,37063,5029,60
1888,37065,2202,14
1889,37067,7734,93
1890,37069,1825,12
1891,37071,5668,65
1892,37073,453,3
1893,37075,1096,3
1894,37077,1999,13
1895,37079,679,4
1896,37081,11028,119
1897,37083,2559,12
1898,37085,2843,27
1899,37087,3523,16
1900,37089,4252,27
1901,37091,1003,5
1902,37093,1674,9
1903,37095,959,3
1904,37097,5217,44
1905,37099,3572,9
1906,37101,4007,25
1907,37103,941,3
1908,37105,1864,13
1909,37107,2279,15
1910,37109,1847,18
1911,37111,1985,10
1912,37113,2799,9
1913,37115,2157,6
1914,37117,1228,6
1915,37119,12596,233
1916,37121,1213,4
1917,37123,1646,6
1918,37125,3698,18
1919,37127,3286,18
1920,37129,5046,45
1921,37131,1046,5
1922,37133,4336,32
1923,37135,2652,28
1924,37137,1068,5
1925,37139,1112,10
1926,37141,2068,16
1927,37143,525,3
1928,37145,1736,7
1929,37147,4138,32
1930,37149,1059,7
1931,37151,3969,28
1932,37153,2021,11
1933,37155,5799,31
1934,37157,2845,21
1935,37159,4259,30
1936,37161,3207,13
1937,37163,2149,11
1938,37165,1921,7
1939,37167,2237,13
1940,37169,1490,9
1941,37171,3119,22
1942,37173,1397,5
1943,37175,1990,7
1944,37177,457,1
1945,37179,5063,41
1946,37181,1661,10
1947,37183,14422,187
1948,37185,829,6
1949,37187,633,3
1950,37189,2393,13
1951,37191,3530,26
1952,37193,3501,14
1953,37195,2388,19
1954,37197,1159,7
1955,37199,1117,5
1956,38001,1348,1
1957,38003,2934,4
1958,38005,2633,4
1959,38007,1000,1
1960,38009,3162,3
1961,38011,1808,2
1962,38013,1949,1
1963,38015,5030,19
1964,38017,7921,33
1965,38019,2176,2
1966,38021,1656,3
1967,38023,1444,1
1968,38025,2619,1
1969,38027,1142,1
1970,38029,2449,1
1971,38031,1337,1
1972,38033,1404,1
1973,38035,4210,18
1974,38037,2000,1
1975,38039,1252,1
1976,38041,1637,2
1977,38043,1808,1
1978,38045,2053,2
1979,38047,1109,1
1980,38049,3572,2
1981,38051,1375,1
1982,38053,3301,4
1983,38055,5016,2
1984,38057,2589,3
1985,38059,4262,5
1986,38061,3227,3
1987,38063,1956,1
1988,38065,1362,1
1989,38067,2091,5
1990,38069,1687,2
1991,38071,2639,3
1992,38073,1546,3
1993,38075,1734,1
1994,38077,3403,6
1995,38079,2498,4
1996,38081,1776,2
1997,38083,1000,1
1998,38085,1064,2
1999,38087,1000,1
2000,38089,3594,8
2001,38091,1268,1
2002,38093,4800,6
2003,38095,1437,1
2004,38097,2175,4
2005,38099,3311,6
2006,38101,6416,13
2007,38103,2310,2
2008,38105,5279,7
2009,39001,1789,6
2010,39003,6015,33
2011,39005,4140,11
2012,39007,3880,26
2013,39009,3069,15
2014,39011,3411,11
2015,39013,5996,20
2016,39015,2629,9
2017,39017,6185,80
2018,39019,2068,7
2019,39021,1903,10
2020,39023,4049,44
2021,39025,3670,40
2022,39027,1939,9
2023,39029,5312,24
2024,39031,2650,10
2025,39033,2765,13
2026,39035,15396,447
2027,39037,5132,12
2028,39039,3259,9
2029,39041,3817,35
2030,39043,3061,19
2031,39045,4455,28
2032,39047,1408,7
2033,39049,22826,284
2034,39051,3192,9
2035,39053,1972,7
2036,39055,1606,21
2037,39057,4465,35
2038,39059,3769,10
2039,39061,10808,222
2040,39063,3315,13
2041,39065,1669,7
2042,39067,1968,5
2043,39069,2897,7
2044,39071,2182,9
2045,39073,1736,7
2046,39075,3178,8
2047,39077,4141,13
2048,39079,2075,7
2049,39081,3747,23
2050,39083,5537,12
2051,39085,3633,59
2052,39087,2519,16
2053,39089,8547,32
2054,39091,2777,11
2055,39093,6353,74
2056,39095,8911,128
2057,39097,1774,12
2058,39099,6247,70
2059,39101,2148,18
2060,39103,2649,37
2061,39105,1663,6
2062,39107,3485,9
2063,39109,3612,21
2064,39111,1826,4
2065,39113,11371,153
2066,39115,1671,4
2067,39117,1672,6
2068,39119,3982,19
2069,39121,1717,3
2070,39123,2460,13
2071,39125,1570,5
2072,39127,2235,6
2073,39129,1759,13
2074,39131,1872,6
2075,39133,5671,35
2076,39135,3151,12
2077,39137,3805,7
2078,39139,6337,30
2079,39141,2944,17
2080,39143,2944,15
2081,39145,3529,20
2082,39147,2769,14
2083,39149,2789,10
2084,39151,12218,86
2085,39153,11076,135
2086,39155,5949,55
2087,39157,6681,21
2088,39159,3245,10
2089,39161,2898,9
2090,39163,1222,3
2091,39165,4357,33
2092,39167,3173,16
2093,39169,4238,32
2094,39171,3985,9
2095,39173,5270,28
2096,39175,1559,6
2097,40001,2373,5
2098,40003,2420,3
2099,40005,2104,4
2100,40007,2238,3
2101,40009,3324,4
2102,40011,2325,5
2103,40013,3876,11
2104,40015,4794,8
2105,40017,4522,29
2106,40019,2911,11
2107,40021,3886,9
2108,40023,2374,5
2109,40025,2212,2
2110,40027,5647,62
2111,40029,1048,2
2112,40031,6581,32
2113,40033,1603,2
2114,40035,1928,5
2115,40037,6074,21
2116,40039,3751,5
2117,40041,3866,9
2118,40043,2480,3
2119,40045,1847,2
2120,40047,4538,12
2121,40049,3581,9
2122,40051,5254,10
2123,40053,1991,2
2124,40055,1809,2
2125,40057,840,1
2126,40059,1260,2
2127,40061,1682,4
2128,40063,2226,5
2129,40065,4345,8
2130,40067,1263,3
2131,40069,2009,3
2132,40071,4193,11
2133,40073,3283,4
2134,40075,2902,3
2135,40077,1537,3
2136,40079,5215,12
2137,40081,3509,7
2138,40083,3077,8
2139,40085,1154,3
2140,40087,1944,6
2141,40089,6292,8
2142,40091,3324,6
2143,40093,2684,3
2144,40095,1467,4
2145,40097,3454,9
2146,40099,1853,3
2147,40101,6127,16
2148,40103,2845,4
2149,40105,1541,4
2150,40107,2871,4
2151,40109,16518,241
2152,40111,3686,10
2153,40113,6917,11
2154,40115,3026,9
2155,40117,2163,5
2156,40119,4116,17
2157,40121,5845,13
2158,40123,3365,10
2159,40125,3998,16
2160,40127,2815,3
2161,40129,1522,1
2162,40131,4337,28
2163,40133,2398,9
2164,40135,3879,9
2165,40137,4441,11
2166,40139,5203,5
2167,40141,2548,5
2168,40143,13536,175
2169,40145,3842,22
2170,40147,3291,13
2171,40149,3013,4
2172,40151,1720,3
2173,40153,2685,5
2174,41001,4964,6
2175,41003,2979,18
2176,41005,9638,80
2177,41007,4099,12
2178,41009,2763,10
2179,41011,5953,14
2180,41013,2488,4
2181,41015,3072,6
2182,41017,8088,24
2183,41019,14088,23
2184,41021,964,1
2185,41023,4290,2
2186,41025,3343,2
2187,41027,1303,4
2188,41029,9606,41
2189,41031,3921,6
2190,41033,3856,16
2191,41035,11279,20
2192,41037,3436,2
2193,41039,14532,87
2194,41041,3974,18
2195,41043,6885,21
2196,41045,4601,8
2197,41047,8237,58
2198,41049,1965,2
2199,41051,17292,171
2200,41053,3129,12
2201,41055,500,1
2202,41057,4568,9
2203,41059,6196,15
2204,41061,4634,8
2205,41063,2754,3
2206,41065,3138,8
2207,41067,8380,104
2208,41069,1448,1
2209,41071,4258,17
2210,42001,4429,23
2211,42003,30519,402
2212,42005,4315,19
2213,42007,5770,51
2214,42009,6915,11
2215,42011,13195,90
2216,42013,5654,34
2217,42015,4488,14
2218,42017,12334,143
2219,42019,6001,44
2220,42021,7005,42
2221,42023,885,2
2222,42025,3264,12
2223,42027,4583,31
2224,42029,10296,116
2225,42031,3296,10
2226,42033,8307,20
2227,42035,3236,9
2228,42037,3914,15
2229,42039,4969,23
2230,42041,9437,49
2231,42043,8651,65
2232,42045,9503,144
2233,42047,2255,9
2234,42049,7498,72
2235,42051,7449,36
2236,42053,908,3
2237,42055,6168,27
2238,42057,1077,3
2239,42059,2969,9
2240,42061,3339,12
2241,42063,4821,23
2242,42065,3472,13
2243,42067,1684,5
2244,42069,8487,59
2245,42071,13278,98
2246,42073,3968,28
2247,42075,5847,31
2248,42077,11761,76
2249,42079,11669,104
2250,42081,6993,29
2251,42083,3312,12
2252,42085,5639,30
2253,42087,2256,12
2254,42089,6015,33
2255,42091,13769,211
2256,42093,1254,4
2257,42095,9309,68
2258,42097,7446,24
2259,42099,2549,10
2260,42101,18872,384
2261,42103,3736,18
2262,42105,2363,5
2263,42107,6872,40
2264,42109,3582,8
2265,42111,5002,21
2266,42113,1056,2
2267,42115,3918,11
2268,42117,3046,10
2269,42119,2219,10
2270,42121,2998,16
2271,42123,2660,13
2272,42125,8033,59
2273,42127,4055,14
2274,42129,13145,100
2275,42131,1854,7
2276,42133,11976,90
2277,44001,1092,11
2278,44003,4183,39
2279,44005,2452,23
2280,44007,13157,141
2281,44009,4297,30
2282,45001,1506,6
2283,45003,7715,33
2284,45005,1254,3
2285,45007,7104,39
2286,45009,1414,4
2287,45011,2372,6
2288,45013,6051,41
2289,45015,5783,45
2290,45017,986,3
2291,45019,15036,86
2292,45021,2605,13
2293,45023,1978,11
2294,45025,3522,10
2295,45027,2069,12
2296,45029,2857,10
2297,45031,2672,16
2298,45033,1849,6
2299,45035,3286,25
2300,45037,1831,6
2301,45039,1727,5
2302,45041,4720,33
2303,45043,3421,15
2304,45045,9885,111
2305,45047,2373,14
2306,45049,1938,5
2307,45051,9202,72
2308,45053,1807,5
2309,45055,2795,15
2310,45057,2903,14
2311,45059,3203,17
2312,45061,1576,7
2313,45063,7046,74
2314,45065,1171,3
2315,45067,2071,8
2316,45069,1572,7
2317,45071,2353,8
2318,45073,3542,15
2319,45075,5503,20
2320,45077,4394,28
2321,45079,10830,89
2322,45081,1603,5
2323,45083,10012,69
2324,45085,4926,23
2325,45087,1777,9
2326,45089,2575,11
2327,45091,5093,46
2328,46003,752,1
2329,46005,3499,6
2330,46007,654,2
2331,46009,1530,2
2332,46011,1774,6
2333,46013,3345,8
2334,46015,881,2
2335,46017,235,1
2336,46019,706,2
2337,46021,564,1
2338,46023,1635,3
2339,46025,901,1
2340,46027,1446,3
2341,46029,1907,7
2342,46031,873,2
2343,46033,1258,2
2344,46035,1374,4
2345,46037,2057,3
2346,46039,1225,2
2347,46041,532,2
2348,46043,705,1
2349,46045,1057,2
2350,46047,1412,2
2351,46049,954,1
2352,46051,1335,2
2353,46053,1171,2
2354,46055,555,1
2355,46057,872,2
2356,46059,1058,2
2357,46061,1089,1
2358,46063,534,1
2359,46065,1121,4
2360,46067,1898,3
2361,46069,387,1
2362,46071,1298,2
2363,46073,536,1
2364,46075,895,1
2365,46077,1334,2
2366,46079,1089,3
2367,46081,1469,5
2368,46083,2614,11
2369,46085,1095,2
2370,46087,1224,2
2371,46089,930,1
2372,46091,1310,1
2373,46093,1640,5
2374,46095,1843,1
2375,46097,735,1
2376,46099,5510,42
2377,46101,1050,2
2378,46103,4366,23
2379,46105,1103,1
2380,46107,812,1
2381,46109,2155,4
2382,46111,1344,1
2383,46113,1578,3
2384,46115,1952,3
2385,46117,479,1
2386,46119,389,1
2387,46121,889,2
2388,46123,1936,2
2389,46125,1334,2
2390,46127,1331,3
2391,46129,1089,2
2392,46135,1415,5
2393,46137,320,1
2394,47001,3000,18
2395,47003,2263,9
2396,47005,1625,5
2397,47007,1173,3
2398,47009,4852,28
2399,47011,3392,19
2400,47013,2312,11
2401,47015,725,3
2402,47017,2399,8
2403,47019,2414,17
2404,47021,1185,9
2405,47023,986,3
2406,47025,1680,9
2407,47027,616,2
2408,47029,2451,9
2409,47031,2726,12
2410,47033,998,5
2411,47035,3404,14
2412,47037,10775,161
2413,47039,1379,4
2414,47041,974,4
2415,47043,2680,10
2416,47045,1946,8
2417,47047,2211,11
2418,47049,895,4
2419,47051,3029,9
2420,47053,3278,14
2421,47055,2729,8
2422,47057,1346,5
2423,47059,4168,15
2424,47061,1236,4
2425,47063,2321,12
2426,47065,8708,82
2427,47067,629,2
2428,47069,2140,6
2429,47071,2462,6
2430,47073,2824,13
2431,47075,1454,6
2432,47077,2051,6
2433,47079,2569,9
2434,47081,2364,6
2435,47083,860,3
2436,47085,1982,5
2437,47087,655,4
2438,47089,2535,9
2439,47091,1084,5
2440,47093,8343,112
2441,47095,520,2
2442,47097,1223,9
2443,47099,2620,11
2444,47101,1007,2
2445,47103,2054,9
2446,47105,3223,10
2447,47107,2994,10
2448,47109,2229,7
2449,47111,948,4
2450,47113,3505,27
2451,47115,2085,6
2452,47117,1878,6
2453,47119,4511,17
2454,47121,1081,3
2455,47123,3038,7
2456,47125,3731,39
2457,47127,510,2
2458,47129,1200,5
2459,47131,2458,10
2460,47133,1149,7
2461,47135,1182,2
2462,47137,446,1
2463,47139,1680,5
2464,47141,3411,15
2465,47143,1855,6
2466,47145,3527,11
2467,47147,2070,14
2468,47149,4926,49
2469,47151,1496,5
2470,47153,774,3
2471,47155,4434,18
2472,47157,17275,221
2473,47159,1230,5
2474,47161,1590,5
2475,47163,5735,39
2476,47165,3804,42
2477,47167,1430,13
2478,47169,411,2
2479,47171,1240,4
2480,47173,1096,4
2481,47175,637,2
2482,47177,1701,9
2483,47179,4412,23
2484,47181,1887,4
2485,47183,2685,11
2486,47185,1326,6
2487,47187,4535,37
2488,47189,3529,21
2489,48001,3172,11
2490,48003,2485,4
2491,48005,3456,17
2492,48007,1586,6
2493,48009,1830,3
2494,48011,886,1
2495,48013,2965,8
2496,48015,2144,6
2497,48017,1606,1
2498,48019,2267,5
2499,48021,3395,10
2500,48023,920,1
2501,48025,2113,7
2502,48027,8791,65
2503,48029,26452,366
2504,48031,1488,2
2505,48033,1000,1
2506,48035,3042,7
2507,48037,4639,18
2508,48039,10133,51
2509,48041,3611,42
2510,48043,3390,3
2511,48045,1000,1
2512,48047,1648,2
2513,48049,2993,12
2514,48051,1524,5
2515,48053,3316,8
2516,48055,2690,8
2517,48057,1885,6
2518,48059,1722,3
2519,48061,12347,87
2520,48063,801,3
2521,48065,2484,2
2522,48067,2418,7
2523,48069,2076,3
2524,48071,2032,7
2525,48073,2985,12
2526,48075,1518,2
2527,48077,1811,3
2528,48079,1280,1
2529,48081,1585,2
2530,48083,2567,3
2531,48085,17258,152
2532,48087,1286,1
2533,48089,2843,5
2534,48091,3465,24
2535,48093,1752,4
2536,48095,1205,1
2537,48097,2936,8
2538,48099,3195,19
2539,48101,1164,1
2540,48103,1237,1
2541,48105,1221,1
2542,48107,1601,3
2543,48109,1450,1
2544,48111,1540,2
2545,48113,44113,529
2546,48115,2818,4
2547,48117,2297,4
2548,48119,786,2
2549,48121,14651,137
2550,48123,1965,5
2551,48125,1123,1
2552,48127,2052,2
2553,48129,1724,2
2554,48131,3117,3
2555,48133,2362,5
2556,48135,4616,28
2557,48137,1138,1
2558,48139,6379,31
2559,48141,17538,161
2560,48143,3151,8
2561,48145,1878,6
2562,48147,2496,9
2563,48149,3475,7
2564,48151,1783,2
2565,48153,1574,2
2566,48155,855,1
2567,48157,11898,76
2568,48159,989,3
2569,48161,2080,7
2570,48163,2996,3
2571,48165,2958,3
2572,48167,9595,67
2573,48169,1356,1
2574,48171,1899,5
2575,48173,1156,1
2576,48175,532,2
2577,48177,2123,6
2578,48179,2892,7
2579,48181,6706,26
2580,48183,5324,25
2581,48185,1920,6
2582,48187,3301,29
2583,48189,3465,9
2584,48191,1430,1
2585,48193,1127,3
2586,48195,1332,2
2587,48197,1435,1
2588,48199,3638,11
2589,48201,75406,786
2590,48203,3704,14
2591,48205,1316,1
2592,48207,1829,2
2593,48209,3165,25
2594,48211,1266,1
2595,48213,4519,17
2596,48215,16617,113
2597,48217,3469,11
2598,48219,4295,7
2599,48221,2609,10
2600,48223,2217,9
2601,48225,1750,7
2602,48227,2724,10
2603,48229,2428,1
2604,48231,4865,19
2605,48233,3817,7
2606,48235,1156,1
2607,48237,2158,3
2608,48239,1777,3
2609,48241,2231,8
2610,48243,957,1
2611,48245,10760,73
2612,48247,1294,2
2613,48249,2870,7
2614,48251,4513,28
2615,48253,2331,6
2616,48255,1511,4
2617,48257,4517,18
2618,48259,1464,6
2619,48261,1006,2
2620,48263,1000,1
2621,48265,3378,10
2622,48267,1530,2
2623,48269,1000,1
2624,48271,1314,1
2625,48273,2099,6
2626,48275,1428,2
2627,48277,2800,12
2628,48279,3622,5
2629,48281,1332,5
2630,48283,1803,1
2631,48285,2045,6
2632,48287,1360,4
2633,48289,1985,3
2634,48291,3597,14
2635,48293,2116,8
2636,48295,978,2
2637,48297,1818,4
2638,48299,2588,6
2639,48301,776,1
2640,48303,8303,68
2641,48305,1907,3
2642,48307,2410,3
2643,48309,7612,51
2644,48311,999,1
2645,48313,760,4
2646,48315,1350,4
2647,48317,1304,2
2648,48319,1371,2
2649,48321,4221,11
2650,48323,2651,9
2651,48325,4056,8
